Region,Salmon Area Name,Year,Species Code,Number of Fish (estimated),Estimated Exvessel Value (Nominal),Landed Weight (lbs)
Central,Cook Inlet,2010,Chum,322958,1600471.89,2337611
Central,Cook Inlet,2010,Coho,207068,1089553.88,1360668
Central,Cook Inlet,2010,Pink,570736,690065.71,2252305
Central,Cook Inlet,2010,Sockeye,2918988,31334543.49,17864864
Central,Cook Inlet,2011,Chinook,11108,635391.94,225646
Central,Cook Inlet,2011,Chum,160110,712262.39,1068608
Central,Cook Inlet,2011,Coho,94059,411500.55,535795
Central,Cook Inlet,2011,Pink,395862,451808.65,1151242
Central,Cook Inlet,2011,Sockeye,5661328,51991051.65,36175261
Central,Cook Inlet,2012,Chinook,2546,145373.53,43004
Central,Cook Inlet,2012,Chum,324290,1339598.1,2618663
Central,Cook Inlet,2012,Coho,105562,474351.35,633830
Central,Cook Inlet,2012,Pink,725068,841911.9,2591235
Central,Cook Inlet,2012,Sockeye,3316441,32429237.83,22238972
Central,Cook Inlet,2013,Chinook,5485,285431.88,75949
Central,Cook Inlet,2013,Chum,192890,709435.4,1433086
Central,Cook Inlet,2013,Coho,264139,1595175.3,1621461
Central,Cook Inlet,2013,Pink,2146472,2568223.37,6615528
Central,Cook Inlet,2013,Sockeye,2848728,38635814.31,17691460
Central,Cook Inlet,2014,Chinook,4694,278523.8,73858
Central,Cook Inlet,2014,Chum,188881,777938.97,1392388
Central,Cook Inlet,2014,Coho,135170,716397.04,851448
Central,Cook Inlet,2014,Pink,912560,855882.19,3303964
Central,Cook Inlet,2014,Sockeye,2608552,33345506.36,15804662
Central,Cook Inlet,2015,Chinook,10836,534492.37,181437
Central,Cook Inlet,2015,Chum,386861,1057402.58,2535387
Central,Cook Inlet,2015,Coho,216539,827743.51,1262538
Central,Cook Inlet,2015,Pink,6435877,4666445.53,20252982
Central,Cook Inlet,2015,Sockeye,2887504,23197244.43,15007624
Central,Cook Inlet,2016,Chinook,10503,582557.93,191486
Central,Cook Inlet,2016,Chum,196875,684331.73,1377686
Central,Cook Inlet,2016,Coho,146510,732893.83,923804
Central,Cook Inlet,2016,Pink,483952,414125.28,2111610
Central,Cook Inlet,2016,Sockeye,2653980,22569815.85,15029680
Central,Cook Inlet,2017,Chinook,8017,686247.34,174456
Central,Cook Inlet,2017,Chum,440539,2210483.36,3535132
Central,Cook Inlet,2017,Coho,313785,2059439.04,1965232
Central,Cook Inlet,2017,Pink,2184796,2462520.26,7657266
Central,Cook Inlet,2017,Sockeye,2133262,21938485.97,11939250
Central,Cook Inlet,2018,Chinook,3532,173557.72,48390
Central,Cook Inlet,2018,Chum,163706,974855.2,1363869
Central,Cook Inlet,2018,Coho,243195,1607916.32,1558554
Central,Cook Inlet,2018,Pink,1690199,2667070.64,6239478
Central,Cook Inlet,2018,Sockeye,1180456,13310092.5,5718352
Central,Cook Inlet,2019,Chinook,3625,232343.54,56988
Central,Cook Inlet,2019,Chum,184857,541775.2,1275925
Central,Cook Inlet,2019,Coho,172844,1004639.62,994896
Central,Cook Inlet,2019,Pink,2127891,1838725.21,6642517
Central,Cook Inlet,2019,Sockeye,2025601,22155853.12,10841901
Central,Cook Inlet,2020,Chinook,3310,103677.27,40297
Central,Cook Inlet,2020,Chum,45621,174552.37,364407
Central,Cook Inlet,2020,Coho,140295,688571.44,831407
Central,Cook Inlet,2020,Pink,2868315,3170670.59,10693624
Central,Cook Inlet,2020,Sockeye,916911,5614646.91,4359717
Central,Prince William Sound,1979,Chinook,20078,909019.75,517165
Central,Prince William Sound,1979,Chum,349615,1665775.69,3142973
Central,Prince William Sound,1979,Coho,315745,3154483.51,2881297
Central,Prince William Sound,1979,Pink,15414497,25362515.48,56386814
Central,Prince William Sound,1979,Sockeye,369777,3663710.4,2616936
Central,Prince William Sound,1980,Chinook,8643,367794.16,249351
Central,Prince William Sound,1980,Chum,482208,1999738.5,3999477
Central,Prince William Sound,1980,Coho,337123,3130956.33,3305135
Central,Prince William Sound,1980,Pink,13814789,18212820.6,46699540
Central,Prince William Sound,1980,Sockeye,208724,1217548.5,1432410
Central,Prince William Sound,1981,Chinook,20782,895210.9,535004
Central,Prince William Sound,1981,Chum,1888613,8194484.8,16361106
Central,Prince William Sound,1981,Coho,397163,3540840.83,4106643
Central,Prince William Sound,1981,Pink,19850899,37271341,84336413
Central,Prince William Sound,1981,Sockeye,784425,6466658.98,5014647
Central,Prince William Sound,1982,Chinook,47871,1753642.29,1248162
Central,Prince William Sound,1982,Chum,1333349,4458351.64,12088606
Central,Prince William Sound,1982,Coho,630054,4965000.13,5990505
Central,Prince William Sound,1982,Pink,19043976,14891498.89,67351764
Central,Prince William Sound,1982,Sockeye,2361664,15366045.8,16596044
Central,Prince William Sound,1983,Chinook,53877,1460672.38,1386365
Central,Prince William Sound,1983,Chum,1048481,2508857.21,9649164
Central,Prince William Sound,1983,Coho,365499,2241529.04,3507292
Central,Prince William Sound,1983,Pink,13977852,10900862.54,45218266
Central,Prince William Sound,1983,Sockeye,908471,5356800.93,5610747
Central,Prince William Sound,1984,Chinook,39914,1645284.58,1158096
Central,Prince William Sound,1984,Chum,1262787,3325585.14,10919571
Central,Prince William Sound,1984,Coho,623114,6725908.59,6439364
Central,Prince William Sound,1984,Pink,21182824,20443048.57,77556280
Central,Prince William Sound,1984,Sockeye,1335088,8865981.74,8559584
Central,Prince William Sound,1985,Chinook,43529,1967060.39,1198057
Central,Prince William Sound,1985,Chum,1293669,4180455.77,10799387
Central,Prince William Sound,1985,Coho,1024533,9269842.67,10414935
Central,Prince William Sound,1985,Pink,23871756,19435312.14,84116430
Central,Prince William Sound,1985,Sockeye,1450085,12408432.51,8752309
Central,Prince William Sound,1986,Chinook,42128,1585389.02,1086579
Central,Prince William Sound,1986,Chum,1705426,4862342.72,14224661
Central,Prince William Sound,1986,Coho,425747,3693531.18,4084343
Central,Prince William Sound,1986,Pink,11425794,7835984.41,35029443
Central,Prince William Sound,1986,Sockeye,1288213,11847837.37,7880559
Central,Prince William Sound,1987,Chinook,42049,2503371.47,1141983
Central,Prince William Sound,1987,Chum,1953659,7092214.68,15176882
Central,Prince William Sound,1987,Coho,175652,1398756.19,1457485
Central,Prince William Sound,1987,Pink,29358735,42895434.61,102230809
Central,Prince William Sound,1987,Sockeye,1741887,22990299.89,11669464
Central,Prince William Sound,1988,Chinook,31805,2741773.48,836321
Central,Prince William Sound,1988,Chum,1850216,16940055.07,15840364
Central,Prince William Sound,1988,Coho,478519,9197131.81,4619151
Central,Prince William Sound,1988,Pink,11828187,34630385.42,41229271
Central,Prince William Sound,1988,Sockeye,768315,14426893.03,4726162
Central,Prince William Sound,1989,Chinook,31975,1900675.03,840230
Central,Prince William Sound,1989,Chum,895112,3262091.4,7809069
Central,Prince William Sound,1989,Coho,423905,2094523.89,3372742
Central,Prince William Sound,1989,Pink,21674718,35470125.95,74222481
Central,Prince William Sound,1989,Sockeye,1172536,18186134.64,7947426
Central,Prince William Sound,1990,Chinook,22128,1325277.65,569076
Central,Prince William Sound,1990,Chum,965059,6450475.06,8889072
Central,Prince William Sound,1990,Coho,523808,4492388.5,4730311
Central,Prince William Sound,1990,Pink,44150836,44953453.53,131479485
Central,Prince William Sound,1990,Sockeye,910837,12427633.3,5587022
Central,Prince William Sound,1991,Chinook,35259,1388672.33,797030
Central,Prince William Sound,1991,Chum,351875,2024853.07,3175086
Central,Prince William Sound,1991,Coho,641354,4143352.95,5523106
Central,Prince William Sound,1991,Pink,32850236,12705060.82,83499700
Central,Prince William Sound,1991,Sockeye,1733342,14244726.5,10361693
Central,Prince William Sound,1992,Chinook,41301,2811822.71,1022607
Central,Prince William Sound,1992,Chum,331484,1604588.07,2577683
Central,Prince William Sound,1992,Coho,618923,5209499.88,5361525
Central,Prince William Sound,1992,Pink,8633967,6028369.63,29353812
Central,Prince William Sound,1992,Sockeye,1765024,22367474.19,10556829
Central,Prince William Sound,1993,Chinook,31996,1141280.79,675014
Central,Prince William Sound,1993,Chum,1181230,4947180.61,7432251
Central,Prince William Sound,1993,Coho,445405,2802542.93,3445067
Central,Prince William Sound,1993,Pink,5735959,3089149.84,16411721
Central,Prince William Sound,1993,Sockeye,1844245,13036595.71,10549582
Central,Prince William Sound,1994,Chinook,48546,1625888.34,1091906
Central,Prince William Sound,1994,Chum,1052209,4128767,8926653
Central,Prince William Sound,1994,Coho,1058125,7591259.97,10337849
Central,Prince William Sound,1994,Pink,36829766,21428272.36,114882300
Central,Prince William Sound,1994,Sockeye,1513374,10979369.93,8695882
Central,Prince William Sound,1995,Chinook,67082,3745259.43,1651594
Central,Prince William Sound,1995,Chum,756360,2821746.61,5942795
Central,Prince William Sound,1995,Coho,964806,4605813.76,9030475
Central,Prince William Sound,1995,Pink,15906669,12093180.21,56765388
Central,Prince William Sound,1995,Sockeye,1518107,13761025.72,8723192
Central,Prince William Sound,1996,Chinook,56450,2470283.99,1396456
Central,Prince William Sound,1996,Chum,2103003,4723672.34,18204259
Central,Prince William Sound,1996,Coho,459319,1982789.24,3945315
Central,Prince William Sound,1996,Pink,26028977,8790831.17,93278260
Central,Prince William Sound,1996,Sockeye,2999996,24811088.08,19058137
Central,Prince William Sound,1997,Chinook,52482,2452373.72,1218955
Central,Prince William Sound,1997,Chum,2218523,6193799.84,19113228
Central,Prince William Sound,1997,Coho,80186,361087.24,613889
Central,Prince William Sound,1997,Pink,25715985,13974081.99,96560850
Central,Prince William Sound,1997,Sockeye,4162486,25252101.42,26334080
Central,Prince William Sound,1998,Chinook,70722,3862440.66,1588512
Central,Prince William Sound,1998,Chum,1245236,3641786.16,10213253
Central,Prince William Sound,1998,Coho,174532,842509.49,1487944
Central,Prince William Sound,1998,Pink,28355077,16167232.7,104105217
Central,Prince William Sound,1998,Sockeye,1683121,15537439.42,10202806
Central,Prince William Sound,1999,Chinook,63420,5717881.51,1358576
Central,Prince William Sound,1999,Chum,2960524,6241751.09,24401666
Central,Prince William Sound,1999,Coho,169892,819183.14,1361534
Central,Prince William Sound,1999,Pink,45015057,19150379.66,133726184
Central,Prince William Sound,1999,Sockeye,2024800,21328861.93,12121545
Central,Prince William Sound,2000,Chinook,32397,2592201.8,674044
Central,Prince William Sound,2000,Chum,5163463,11452901.68,41490154
Central,Prince William Sound,2000,Coho,714286,3138446.9,6686733
Central,Prince William Sound,2000,Pink,38885528,19615114.05,132910121
Central,Prince William Sound,2000,Sockeye,1430284,12940085.43,9313501
Central,Prince William Sound,2001,Chinook,40445,3163328.74,854693
Central,Prince William Sound,2001,Chum,3098092,9425638.81,23486277
Central,Prince William Sound,2001,Coho,488919,1228991.76,4200872
Central,Prince William Sound,2001,Pink,35245598,15771402.68,119452336
Central,Prince William Sound,2001,Sockeye,2260973,15719028.99,13880060
Central,Prince William Sound,2002,Chinook,39672,2847380.97,811473
Central,Prince William Sound,2002,Chum,6373487,8397021.29,52583089
Central,Prince William Sound,2002,Coho,650331,2166901.9,6094935
Central,Prince William Sound,2002,Pink,18950931,7655607.11,65795250
Central,Prince William Sound,2002,Sockeye,2261729,16018614.78,14442425
Central,Prince William Sound,2003,Chinook,48176,3819599.4,1097984
Central,Prince William Sound,2003,Chum,3804894,4352805.19,24285275
Central,Prince William Sound,2003,Coho,521917,2009546.69,4377729
Central,Prince William Sound,2003,Pink,36562226,20197572.54,135061400
Central,Prince William Sound,2003,Sockeye,2725836,17747777.9,16632314
Central,Prince William Sound,2004,Chinook,38599,4066554.65,868927
Central,Prince William Sound,2004,Chum,2001948,3030717.44,15047360
Central,Prince William Sound,2004,Coho,619848,3937537.23,5594936
Central,Prince William Sound,2004,Pink,23531483,10433742.04,87448814
Central,Prince William Sound,2004,Sockeye,1891797,15122799.94,10972412
Central,Prince William Sound,2005,Chinook,35249,3607592.74,763884
Central,Prince William Sound,2005,Chum,2099305,4778772.87,16523599
Central,Prince William Sound,2005,Coho,531545,3125966.95,4176128
Central,Prince William Sound,2005,Pink,59937229,24911135.97,207189204
Central,Prince William Sound,2005,Sockeye,1986737,18224682.06,11727032
Central,Prince William Sound,2006,Chinook,30839,3180798.3,630590
Central,Prince William Sound,2006,Chum,2181555,6847416.92,19007908
Central,Prince William Sound,2006,Coho,763554,5510682.96,6822201
Central,Prince William Sound,2006,Pink,21721976,13303606.35,78287964
Central,Prince William Sound,2006,Sockeye,2522773,22644881.67,14103474
Central,Prince William Sound,2007,Chinook,40048,4000932.75,875667
Central,Prince William Sound,2007,Chum,3578346,8412067.74,24793471
Central,Prince William Sound,2007,Coho,328627,2251126.14,2808373
Central,Prince William Sound,2007,Pink,63468877,40419662.83,213452360
Central,Prince William Sound,2007,Sockeye,3228618,31068422.05,20222453
Central,Prince William Sound,2008,Chinook,11788,1535947.39,257949
Central,Prince William Sound,2008,Chum,5076049,22842050.37,39372648
Central,Prince William Sound,2008,Coho,550026,6189377.38,5228590
Central,Prince William Sound,2008,Pink,42347004,52153974.3,143597125
Central,Prince William Sound,2008,Sockeye,1298537,16664329.84,7985793
Central,Prince William Sound,2009,Chinook,9876,1017327.86,185571
Central,Prince William Sound,2009,Chum,3221928,13590869.04,24242275
Central,Prince William Sound,2009,Coho,299846,3418973.31,2654986
Central,Prince William Sound,2009,Pink,19001302,14660421.85,57156886
Central,Prince William Sound,2009,Sockeye,1912411,21449945.91,11899011
Central,Prince William Sound,2010,Chinook,10046,1057754.68,197316
Central,Prince William Sound,2010,Chum,4323157,23733828.7,29432459
Central,Prince William Sound,2010,Coho,333748,3521699.86,2987937
Central,Prince William Sound,2010,Pink,71309575,92269295.46,256425259
Central,Prince William Sound,2010,Sockeye,2036865,24903396.55,12514275
Central,Prince William Sound,2011,Chinook,19113,2162985.42,387262
Central,Prince William Sound,2011,Chum,1914190,12297035.22,14181851
Central,Prince William Sound,2011,Coho,370330,2946346.4,2619165
Central,Prince William Sound,2011,Pink,33394423,48546048.02,99900232
Central,Prince William Sound,2011,Sockeye,3531906,39875343.07,21632843
Central,Prince William Sound,2012,Chinook,12217,1687776.27,255110
Central,Prince William Sound,2012,Chum,3817536,19479602.68,27186207
Central,Prince William Sound,2012,Coho,208706,2135232.19,1680899
Central,Prince William Sound,2012,Pink,27069919,57430306.79,106616085
Central,Prince William Sound,2012,Sockeye,3689952,44947508.4,24784940
Central,Prince William Sound,2013,Chinook,10179,1157052.89,182284
Central,Prince William Sound,2013,Chum,4070023,18377710.51,30249828
Central,Prince William Sound,2013,Coho,619181,6375001.3,4900545
Central,Prince William Sound,2013,Pink,92481643,107145118.71,256476294
Central,Prince William Sound,2013,Sockeye,2323681,34742420.85,14165791
Central,Prince William Sound,2014,Chinook,10836,1258038.64,190194
Central,Prince William Sound,2014,Chum,1334529,7303601.19,10302271
Central,Prince William Sound,2014,Coho,600776,4936045.45,4788001
Central,Prince William Sound,2014,Pink,43244502,47991261.6,144610294
Central,Prince William Sound,2014,Sockeye,3291586,46984062.32,19525058
Central,Prince William Sound,2015,Chinook,23353,2303757.66,399517
Central,Prince William Sound,2015,Chum,2206165,8081106.17,13492119
Central,Prince William Sound,2015,Coho,206327,1141855.02,1469389
Central,Prince William Sound,2015,Pink,95114356,75933360.68,321416935
Central,Prince William Sound,2015,Sockeye,3208702,34820959.19,17326640
Central,Prince William Sound,2016,Chinook,12689,1394808.25,224389
Central,Prince William Sound,2016,Chum,2891240,12929117.01,20354049
Central,Prince William Sound,2016,Coho,477360,6377379.61,4297748
Central,Prince William Sound,2016,Pink,12008108,22590731.63,47214829
Central,Prince William Sound,2016,Sockeye,1977727,24259634.23,10383968
Central,Prince William Sound,2017,Chinook,14370,2232132.57,291534
Central,Prince William Sound,2017,Chum,5121754,29568378.55,38715533
Central,Prince William Sound,2017,Coho,534179,6435264.79,4292320
Central,Prince William Sound,2017,Pink,46481290,75695914.59,180974516
Central,Prince William Sound,2017,Sockeye,1425775,21740757.06,8048818
Central,Prince William Sound,2018,Chinook,8348,1721637.82,133372
Central,Prince William Sound,2018,Chum,3304815,25392697.05,27448428
Central,Prince William Sound,2018,Coho,513158,7127559.72,4406800
Central,Prince William Sound,2018,Pink,22682330,43929863.49,86015958
Central,Prince William Sound,2018,Sockeye,1311373,15107437.2,5959556
Central,Prince William Sound,2019,Chinook,19744,3223318.46,362774
Central,Prince William Sound,2019,Chum,5147009,18099898.22,31631251
Central,Prince William Sound,2019,Coho,521097,5189863.15,4238190
Central,Prince William Sound,2019,Pink,46879839,55866762.48,160881529
Central,Prince William Sound,2019,Sockeye,2590632,38346948.75,13911962
Central,Prince William Sound,2020,Chinook,6878,161772.47,91079
Central,Prince William Sound,2020,Chum,2016770,7232246.43,14923267
Central,Prince William Sound,2020,Coho,278650,2894585.16,2306743
Central,Prince William Sound,2020,Pink,21601178,30547553.49,78694018
Central,Prince William Sound,2020,Sockeye,941766,7717271.82,4311332
Southeast,Southeast,1979,Chinook,366553,12288342.1,5478046
Southeast,Southeast,1979,Chum,887835,7535148.55,8447922
Southeast,Southeast,1979,Coho,1274075,16650236.84,8775065
Southeast,Southeast,1979,Pink,10937123,15846902.4,43092798
Southeast,Southeast,1979,Sockeye,1073107,9730081.15,6843925
Southeast,Southeast,1980,Chinook,321497,10418000.18,5139380
Southeast,Southeast,1980,Chum,1640238,11077961.52,16410570
Southeast,Southeast,1980,Coho,1115424,8360372.81,8015563
Southeast,Southeast,1980,Pink,14489394,22894194.61,56329889
Southeast,Southeast,1980,Sockeye,1105471,5771741.15,7051345
Southeast,Southeast,1981,Chinook,270867,10311743.93,4380343
Southeast,Southeast,1981,Chum,836749,4554158.55,8344047
Southeast,Southeast,1981,Coho,1352411,11655350.03,10256641
Southeast,Southeast,1981,Pink,18884096,34047746.44,80387826
Southeast,Southeast,1981,Sockeye,1071999,8562211.67,6627599
Southeast,Southeast,1982,Chinook,298653,12365102.56,4651907
Southeast,Southeast,1982,Chum,1331377,6767749.42,13338229
Southeast,Southeast,1982,Coho,2104989,17506828.17,15386795
Southeast,Southeast,1982,Pink,24217395,19095526.48,79176801
Southeast,Southeast,1982,Sockeye,1491601,10939567.67,10029334
Southeast,Southeast,1983,Chinook,291137,8451698.81,4627215
Southeast,Southeast,1983,Chum,1168297,3970279.37,10623586
Southeast,Southeast,1983,Coho,1930374,9447497.51,13523717
Southeast,Southeast,1983,Pink,37537310,29311615.86,117253878
Southeast,Southeast,1983,Sockeye,1556292,7936150.07,9538735
Southeast,Southeast,1984,Chinook,268021,11861342.21,4335529
Southeast,Southeast,1984,Chum,3629408,15391724.24,34195714
Southeast,Southeast,1984,Coho,1880970,20930816.62,15909113
Southeast,Southeast,1984,Pink,24525876,22296067.89,87787564
Southeast,Southeast,1984,Sockeye,1212550,8333966.43,7460087
Southeast,Southeast,1985,Chinook,255136,9202962.62,4044034
Southeast,Southeast,1985,Chum,3269190,12986142.64,29494923
Southeast,Southeast,1985,Coho,2594106,21825303.87,20356340
Southeast,Southeast,1985,Pink,51941216,39858104.87,165440083
Southeast,Southeast,1985,Sockeye,1857153,15547103.24,11481454
Southeast,Southeast,1986,Chinook,263727,8972390.37,4478896
Southeast,Southeast,1986,Chum,3357197,11049347.29,29640642
Southeast,Southeast,1986,Coho,3400350,27443035.29,25822540
Southeast,Southeast,1986,Pink,46143952,40481506,153519539
Southeast,Southeast,1986,Sockeye,1440510,13871977.5,9240835
Southeast,Southeast,1987,Chinook,288577,13380002.11,4937459
Southeast,Southeast,1987,Chum,2712878,14706133.25,24036616
Southeast,Southeast,1987,Coho,1537324,16586946.93,10800121
Southeast,Southeast,1987,Pink,10210316,15821187.03,37756156
Southeast,Southeast,1987,Sockeye,1371499,16356416.86,9161237
Southeast,Southeast,1988,Chinook,242117,16033169.14,4309798
Southeast,Southeast,1988,Chum,3527535,32895642.01,31816798
Southeast,Southeast,1988,Coho,1039498,23297006.09,8778926
Southeast,Southeast,1988,Pink,11155368,30594584.56,36468172
Southeast,Southeast,1988,Sockeye,1458120,27106124.96,8835800
Southeast,Southeast,1989,Chinook,275951,10476309.16,5373678
Southeast,Southeast,1989,Chum,1953407,9289813.93,18756747
Southeast,Southeast,1989,Coho,2198485,14796484.2,15206699
Southeast,Southeast,1989,Pink,59432173,86651934.86,204292206
Southeast,Southeast,1989,Sockeye,2117348,22607966.56,13633243
Southeast,Southeast,1990,Chinook,343552,12329245.99,5778036
Southeast,Southeast,1990,Chum,2207001,10208528.54,20608972
Southeast,Southeast,1990,Coho,2853532,25017607.46,20355525
Southeast,Southeast,1990,Pink,32312652,34045547.18,103311403
Southeast,Southeast,1990,Sockeye,2146891,21261144.55,13470531
Southeast,Southeast,1991,Chinook,331054,11717383.66,5511631
Southeast,Southeast,1991,Chum,3314049,9174653.09,26341844
Southeast,Southeast,1991,Coho,3152021,22287795.56,22401838
Southeast,Southeast,1991,Pink,61889342,25225528.89,167617950
Southeast,Southeast,1991,Sockeye,2049455,11585403.4,12215755
Southeast,Southeast,1992,Chinook,226916,8271364.48,3770318
Southeast,Southeast,1992,Chum,4928981,19517235.84,39459884
Southeast,Southeast,1992,Coho,3687183,33083987.96,28375814
Southeast,Southeast,1992,Pink,34935856,26247641.21,115336831
Southeast,Southeast,1992,Sockeye,2659105,27263187.78,16118037
Southeast,Southeast,1993,Chinook,296962,8372569.7,4722337
Southeast,Southeast,1993,Chum,7866856,26164643.02,55450098
Southeast,Southeast,1993,Coho,3661699,22976993.91,22419654
Southeast,Southeast,1993,Pink,57269453,29033867.51,170432866
Southeast,Southeast,1993,Sockeye,3185625,17215162.61,18678323
Southeast,Southeast,1994,Chinook,220928,6886562.34,3485615
Southeast,Southeast,1994,Chum,10328231,20121540.19,78817538
Southeast,Southeast,1994,Coho,5669337,45332676.52,42948955
Southeast,Southeast,1994,Pink,57197360,36273923.76,172741927
Southeast,Southeast,1994,Sockeye,2390693,19862559.76,14258099
Southeast,Southeast,1995,Chinook,214625,5452009.64,3519696
Southeast,Southeast,1995,Chum,11110677,32082327.01,90750481
Southeast,Southeast,1995,Coho,3337644,18071732.94,25493505
Southeast,Southeast,1995,Pink,46693398,30583387.88,148564165
Southeast,Southeast,1995,Sockeye,1762090,12520577.6,10206483
Southeast,Southeast,1996,Chinook,220320,5285601.96,3753655
Southeast,Southeast,1996,Chum,15976008,21634035.18,147758607
Southeast,Southeast,1996,Coho,3150472,15573251.01,22688361
Southeast,Southeast,1996,Pink,64583213,19819823.69,193764444
Southeast,Southeast,1996,Sockeye,2797290,20675929.05,17915603
Southeast,Southeast,1997,Chinook,298616,8521127.06,5124111
Southeast,Southeast,1997,Chum,11764281,25001978.89,105831434
Southeast,Southeast,1997,Coho,1973669,14495911.59,14396910
Southeast,Southeast,1997,Pink,28907275,17641579.85,111177910
Southeast,Southeast,1997,Sockeye,2472892,18695175.64,15399089
Southeast,Southeast,1998,Chinook,236764,4816607.05,4035684
Southeast,Southeast,1998,Chum,15663763,25995447.67,138617231
Southeast,Southeast,1998,Coho,2984654,15980766.36,23271733
Southeast,Southeast,1998,Pink,42483476,26525979.21,147214786
Southeast,Southeast,1998,Sockeye,1368764,11327218.91,8272861
Southeast,Southeast,1999,Chinook,200130,5053222.85,3049107
Southeast,Southeast,1999,Chum,14888674,29509826.05,140384476
Southeast,Southeast,1999,Coho,3623702,21176700.1,21753037
Southeast,Southeast,1999,Pink,77749666,38640308.45,228005649
Southeast,Southeast,1999,Sockeye,1151041,8708402.68,6800887
Southeast,Southeast,2000,Chinook,226187,6981118.81,3609802
Southeast,Southeast,2000,Chum,15738598,47310546.35,147476062
Southeast,Southeast,2000,Coho,1903615,10568209.72,13471581
Southeast,Southeast,2000,Pink,20179489,12162232.73,68827585
Southeast,Southeast,2000,Sockeye,1218955,7326749.15,7339741
Southeast,Southeast,2001,Chinook,245979,6746913.96,4125941
Southeast,Southeast,2001,Chum,8720637,31287770.2,77683242
Southeast,Southeast,2001,Coho,3278425,13412762.29,22054324
Southeast,Southeast,2001,Pink,66672162,30779765.39,219464935
Southeast,Southeast,2001,Sockeye,2017030,10612561.62,12500700
Southeast,Southeast,2002,Chinook,386537,7021568.5,6241917
Southeast,Southeast,2002,Chum,7430290,17432632.9,69621278
Southeast,Southeast,2002,Coho,3232589,10419176.92,24371978
Southeast,Southeast,2002,Pink,44985638,14499296.64,149536750
Southeast,Southeast,2002,Sockeye,803102,3774458.32,5022180
Southeast,Southeast,2003,Chinook,408508,7398019.87,6354116
Southeast,Southeast,2003,Chum,11086314,16097010.34,79726386
Southeast,Southeast,2003,Coho,2490955,11065358.41,17516024
Southeast,Southeast,2003,Pink,52423684,17501422.55,184150649
Southeast,Southeast,2003,Sockeye,1521648,8214229.82,9234687
Southeast,Southeast,2004,Chinook,481040,14909270.24,7217981
Southeast,Southeast,2004,Chum,11320584,20751393.21,92172562
Southeast,Southeast,2004,Coho,3078517,19931842.62,21704880
Southeast,Southeast,2004,Pink,45268963,18112972.35,164339379
Southeast,Southeast,2004,Sockeye,2031397,10452592.51,11995653
Southeast,Southeast,2005,Chinook,445977,15313360.71,6319613
Southeast,Southeast,2005,Chum,6413286,17710814.78,56976255
Southeast,Southeast,2005,Coho,2996436,17668768.37,18332237
Southeast,Southeast,2005,Pink,58981857,24431431.25,206471118
Southeast,Southeast,2005,Sockeye,1604523,9630457.16,9056101
Southeast,Southeast,2006,Chinook,363069,19683724.78,5464635
Southeast,Southeast,2006,Chum,13527683,43834960.98,124701676
Southeast,Southeast,2006,Coho,2085627,22348910.7,14270320
Southeast,Southeast,2006,Pink,11641196,7828987.29,46772766
Southeast,Southeast,2006,Sockeye,1329578,8582383.32,7540277
Southeast,Southeast,2007,Chinook,353810,18896904.66,5191509
Southeast,Southeast,2007,Chum,9397835,30594307.97,76942686
Southeast,Southeast,2007,Coho,2056403,17515560.36,12806241
Southeast,Southeast,2007,Pink,44703626,33566179.57,160887694
Southeast,Southeast,2007,Sockeye,1901641,13899020.98,12136546
Southeast,Southeast,2008,Chinook,242607,18767122.27,3664704
Southeast,Southeast,2008,Chum,9042035,55203618.84,77836910
Southeast,Southeast,2008,Coho,2377041,31632408.64,18985417
Southeast,Southeast,2008,Pink,15953772,22557294.36,58743282
Southeast,Southeast,2008,Sockeye,428638,3744895.2,2709235
Southeast,Southeast,2009,Chinook,269997,11641074.34,3793746
Southeast,Southeast,2009,Chum,9636051,41217834.97,71067307
Southeast,Southeast,2009,Coho,2630924,18277437.89,16763757
Southeast,Southeast,2009,Pink,38052588,34335744,120249405
Southeast,Southeast,2009,Sockeye,921293,6814815.31,5483519
Southeast,Southeast,2010,Chinook,264227,15346128.61,3792481
Southeast,Southeast,2010,Chum,9265709,64058756.81,77400743
Southeast,Southeast,2010,Coho,2583655,24686163.28,19481188
Southeast,Southeast,2010,Pink,23829879,39810757.22,101217581
Southeast,Southeast,2010,Sockeye,717618,7092084.45,4229765
Southeast,Southeast,2011,Chinook,341776,18207152.52,4562549
Southeast,Southeast,2011,Chum,10724681,74811644.36,81877312
Southeast,Southeast,2011,Coho,2304166,17918730.96,13762474
Southeast,Southeast,2011,Pink,59027320,101396661.87,219050428
Southeast,Southeast,2011,Sockeye,1234500,11928083.69,7493126
Southeast,Southeast,2012,Chinook,273517,15448932.73,3571562
Southeast,Southeast,2012,Chum,12356326,109652673.32,112392317
Southeast,Southeast,2012,Coho,2081616,18798152.93,13296139
Southeast,Southeast,2012,Pink,21266133,35484165.54,75887091
Southeast,Southeast,2012,Sockeye,941758,8015172.54,5890499
Southeast,Southeast,2013,Chinook,245616,15158827.29,3209892
Southeast,Southeast,2013,Chum,12373940,60070688.07,96270804
Southeast,Southeast,2013,Coho,3819210,34433768.13,23221363
Southeast,Southeast,2013,Pink,92152123,124298495.39,295128303
Southeast,Southeast,2013,Sockeye,957121,9897288.94,5764562
Southeast,Southeast,2014,Chinook,434693,23294804.23,5239928
Southeast,Southeast,2014,Chum,6484017,43971440.05,59386461
